,trustLevel,totalScanTimeInSeconds,grandTotal,lineItemVoids,scansWithoutRegistration,quantityModifications,scannedLineItemsPerSecond,valuePerSecond,lineItemVoidsPerPosition,fraud,scannedLineItems,pricePerScannedLineItem,scansWithoutRegistrationPerScannedLineItem,quantityModificationsPerScannedLineItem,lineItemVoidsPerSecond,scansWithoutRegistrationPerSecond,quantityModificationsPerSecond,secondsPerEuro,lineItemVoidsPerEuro,scansWithoutRegistrationPerEuro,quantityModificationsPerEuro
13,4,1705,16.96,7,4,4,0.0158357771260997,0.00994721407624633,0.25925925925925897,0,26.999999999999986,0.6281481481481485,0.14814814814814822,0.14814814814814822,0.004105571847507331,0.002346041055718475,0.002346041055718475,100.53066037735849,0.41273584905660377,0.23584905660377356,0.23584905660377356
14,6,1659,52.53,2,1,4,0.0126582278481013,0.0316636528028933,0.0952380952380952,0,21.000000000000057,2.5014285714285647,0.04761904761904749,0.19047619047618997,0.0012055455093429777,0.0006027727546714888,0.0024110910186859553,31.58195316961736,0.03807348181991243,0.019036740909956214,0.07614696363982486
15,1,870,32.45,3,1,5,0.00689655172413793,0.0372988505747126,0.5,0,5.999999999999999,5.408333333333335,0.16666666666666669,0.8333333333333335,0.0034482758620689655,0.0011494252873563218,0.005747126436781609,26.810477657935284,0.09244992295839753,0.03081664098613251,0.15408320493066255
16,3,1295,42.9,11,10,0,0.016988416988417,0.0331274131274131,0.5,0,22.000000000000014,1.9499999999999986,0.45454545454545425,0.0,0.008494208494208495,0.007722007722007722,0.0,30.18648018648019,0.25641025641025644,0.23310023310023312,0.0
17,6,590,79.84,6,10,4,0.0406779661016949,0.135322033898305,0.25,0,23.99999999999999,3.3266666666666684,0.41666666666666685,0.16666666666666674,0.010169491525423728,0.01694915254237288,0.006779661016949152,7.389779559118236,0.0751503006012024,0.125250501002004,0.0501002004008016
18,3,139,59.0,8,5,5,0.0287769784172662,0.42446043165467606,2.0,0,4.000000000000002,14.749999999999993,1.2499999999999996,1.2499999999999996,0.05755395683453238,0.03597122302158273,0.03597122302158273,2.3559322033898304,0.13559322033898305,0.0847457627118644,0.0847457627118644
19,3,1724,25.4,7,4,3,0.0110208816705336,0.0147331786542923,0.368421052631579,0,18.99999999999993,1.3368421052631627,0.21052631578947448,0.15789473684210587,0.004060324825986079,0.002320185614849188,0.0017401392111368909,67.8740157480315,0.2755905511811024,0.15748031496062992,0.11811023622047245
20,3,1691,59.61,1,2,2,0.00887049083382614,0.0352513305736251,0.0666666666666667,0,15.000000000000004,3.973999999999999,0.1333333333333333,0.1333333333333333,0.0005913660555884093,0.0011827321111768185,0.0011827321111768185,28.36772353631941,0.016775708773695688,0.033551417547391375,0.033551417547391375
21,4,1505,2.7,6,4,0,0.00332225913621262,0.0017940199335548198,1.2,0,4.999999999999993,0.5400000000000008,0.8000000000000012,0.0,0.003986710963455149,0.0026578073089701,0.0,557.4074074074074,2.222222222222222,1.4814814814814814,0.0
22,4,934,98.54,0,5,2,0.00856531049250535,0.10550321199143499,0.0,0,7.999999999999997,12.317500000000004,0.6250000000000002,0.2500000000000001,0.0,0.0053533190578158455,0.0021413276231263384,9.47838441242135,0.0,0.05074081591231987,0.020296326364927945
23,2,125,25.5,5,6,2,0.192,0.204,0.208333333333333,0,24.0,1.0625,0.25,0.08333333333333333,0.04,0.048,0.016,4.901960784313726,0.19607843137254902,0.23529411764705882,0.0784313725490196
24,1,71,78.91,1,4,4,0.0140845070422535,1.1114084507042299,1.0,0,0.9999999999999986,78.91000000000011,4.000000000000006,4.000000000000006,0.014084507042253521,0.056338028169014086,0.056338028169014086,0.8997592193638323,0.012672665061462427,0.05069066024584971,0.05069066024584971
25,5,816,81.54,8,7,1,0.0110294117647059,0.0999264705882353,0.8888888888888891,0,9.000000000000014,9.059999999999986,0.7777777777777766,0.11111111111111094,0.00980392156862745,0.00857843137254902,0.0012254901960784314,10.007358351729211,0.09811135638950208,0.08584743684081432,0.01226391954868776
26,3,1503,23.0,10,3,1,0.019294743845641997,0.0153027278775782,0.34482758620689696,0,28.999999999999922,0.7931034482758642,0.10344827586206924,0.034482758620689745,0.00665335994677312,0.001996007984031936,0.0006653359946773121,65.34782608695652,0.43478260869565216,0.13043478260869565,0.043478260869565216
27,4,329,56.65,10,2,5,0.0638297872340425,0.17218844984802403,0.47619047619047605,0,20.999999999999986,2.6976190476190496,0.0952380952380953,0.23809523809523825,0.030395136778115502,0.0060790273556231,0.015197568389057751,5.807590467784642,0.176522506619594,0.035304501323918804,0.088261253309797
28,6,1629,40.42,6,7,4,0.0135052179251074,0.0248127685696746,0.272727272727273,0,21.999999999999954,1.8372727272727312,0.31818181818181884,0.1818181818181822,0.003683241252302026,0.004297114794352364,0.0024554941682013503,40.30183077684315,0.14844136566056407,0.17318159327065807,0.09896091044037605
29,5,1435,91.96,4,3,3,0.0132404181184669,0.0640836236933798,0.21052631578947398,0,19.0,4.84,0.15789473684210525,0.15789473684210525,0.0027874564459930314,0.0020905923344947735,0.0020905923344947735,15.604610700304482,0.04349717268377556,0.032622879512831666,0.032622879512831666
30,6,314,48.54,6,1,1,0.0764331210191083,0.154585987261147,0.25,0,24.000000000000007,2.0224999999999995,0.04166666666666666,0.04166666666666666,0.01910828025477707,0.0031847133757961785,0.0031847133757961785,6.468891635764318,0.12360939431396786,0.020601565718994644,0.020601565718994644
31,5,285,6.23,5,6,2,0.10526315789473699,0.021859649122806996,0.166666666666667,0,30.000000000000043,0.2076666666666664,0.1999999999999997,0.06666666666666657,0.017543859649122806,0.021052631578947368,0.007017543859649123,45.74638844301765,0.8025682182985553,0.9630818619582664,0.32102728731942215
32,5,891,78.96,2,10,2,0.0280583613916947,0.0886195286195286,0.08,0,24.99999999999998,3.1584000000000025,0.40000000000000036,0.08000000000000007,0.002244668911335578,0.01122334455667789,0.002244668911335578,11.28419452887538,0.025329280648429587,0.12664640324214793,0.025329280648429587
33,2,1355,48.87,2,0,4,0.00516605166051661,0.0360664206642066,0.28571428571428603,0,7.000000000000006,6.981428571428565,0.0,0.571428571428571,0.0014760147601476014,0.0,0.002952029520295203,27.726621649273586,0.040924902803355846,0.0,0.08184980560671169
34,2,866,39.38,10,9,1,0.0046189376443418,0.045473441108545,2.5,0,3.9999999999999982,9.845000000000004,2.250000000000001,0.2500000000000001,0.011547344110854504,0.010392609699769052,0.0011547344110854503,21.990858303707466,0.25393600812595224,0.228542407313357,0.025393600812595226
35,2,335,14.4,0,9,5,0.0149253731343284,0.0429850746268657,0.0,0,5.000000000000014,2.879999999999992,1.799999999999995,0.9999999999999971,0.0,0.026865671641791045,0.014925373134328358,23.26388888888889,0.0,0.625,0.3472222222222222
36,5,834,80.64,0,10,3,0.0155875299760192,0.0966906474820144,0.0,0,13.000000000000012,6.203076923076917,0.7692307692307685,0.23076923076923056,0.0,0.011990407673860911,0.0035971223021582736,10.342261904761905,0.0,0.12400793650793651,0.03720238095238095
37,2,1397,62.59,7,9,4,0.0178954903364352,0.0448031496062992,0.28,1,24.99999999999997,2.503600000000003,0.36000000000000043,0.16000000000000017,0.005010737294201861,0.006442376521116679,0.002863278453829635,22.319859402460455,0.11183895190925067,0.14379293816903657,0.06390797251957181
38,5,1561,91.75,7,6,2,0.0121716848174247,0.0587764253683536,0.368421052631579,0,18.999999999999957,4.828947368421064,0.31578947368421123,0.10526315789473707,0.004484304932735426,0.003843689942344651,0.0012812299807815502,17.013623978201636,0.07629427792915532,0.0653950953678474,0.021798365122615803
39,4,847,22.88,4,5,2,0.0106257378984652,0.027012987012987003,0.444444444444444,0,9.000000000000023,2.5422222222222155,0.5555555555555541,0.22222222222222165,0.004722550177095631,0.0059031877213695395,0.0023612750885478157,37.019230769230774,0.17482517482517484,0.21853146853146854,0.08741258741258742
40,1,1520,41.88,6,8,2,0.00131578947368421,0.0275526315789474,3.0,0,1.9999999999999993,20.94000000000001,4.000000000000002,1.0000000000000004,0.003947368421052632,0.005263157894736842,0.0013157894736842105,36.29417382999045,0.14326647564469913,0.19102196752626552,0.04775549188156638
41,2,622,60.75,11,5,4,0.0128617363344051,0.0976688102893891,1.375,0,7.999999999999972,7.593750000000027,0.6250000000000022,0.5000000000000018,0.017684887459807074,0.008038585209003215,0.006430868167202572,10.238683127572017,0.18106995884773663,0.0823045267489712,0.06584362139917696
42,4,1012,59.9,2,3,2,0.0148221343873518,0.0591897233201581,0.133333333333333,0,15.000000000000023,3.993333333333327,0.1999999999999997,0.13333333333333314,0.001976284584980237,0.0029644268774703555,0.001976284584980237,16.89482470784641,0.0333889816360601,0.05008347245409015,0.0333889816360601
43,2,1451,23.1,3,9,3,0.00137835975189524,0.0159200551343901,1.5,0,1.9999999999999933,11.55000000000004,4.500000000000015,1.500000000000005,0.002067539627842867,0.006202618883528601,0.002067539627842867,62.81385281385281,0.12987012987012986,0.3896103896103896,0.12987012987012986
44,2,401,80.86,0,1,0,0.0199501246882793,0.201645885286783,0.0,0,8.0,10.1075,0.125,0.0,0.0,0.0024937655860349127,0.0,4.9591887212465995,0.0,0.012367054167697254,0.0
45,6,960,93.09,7,2,3,0.0104166666666667,0.09696875,0.7,0,10.000000000000032,9.30899999999997,0.19999999999999937,0.29999999999999905,0.007291666666666667,0.0020833333333333333,0.003125,10.3126007089913,0.07519604683639489,0.021484584810398537,0.032226877215597804
46,6,1433,72.19,7,7,0,0.0174459176552687,0.0503768318213538,0.28,0,25.000000000000046,2.8875999999999946,0.27999999999999947,0.0,0.004884856943475227,0.004884856943475227,0.0,19.850394791522373,0.09696633882809254,0.09696633882809254,0.0
47,6,1424,66.9,9,8,3,0.0175561797752809,0.0469803370786517,0.36,0,25.0,2.676,0.32,0.12,0.006320224719101123,0.0056179775280898875,0.002106741573033708,21.285500747384155,0.13452914798206278,0.11958146487294469,0.04484304932735426
48,6,1820,54.64,0,0,1,0.007142857142857141,0.030021978021977997,0.0,0,12.999999999999996,4.2030769230769245,0.0,0.07692307692307694,0.0,0.0,0.0005494505494505495,33.30893118594436,0.0,0.0,0.018301610541727673
49,1,16,32.29,2,0,5,1.5,2.018125,0.0833333333333333,0,24.0,1.3454166666666667,0.0,0.20833333333333334,0.125,0.0,0.3125,0.49550944564880767,0.06193868070610096,0.0,0.1548467017652524
50,4,617,90.73,0,0,5,0.00162074554294976,0.14705024311183099,0.0,0,1.000000000000002,90.72999999999982,0.0,4.99999999999999,0.0,0.0,0.008103727714748784,6.800396781659869,0.0,0.0,0.05510856387082552
51,3,1593,25.53,2,2,2,0.0175768989328311,0.0160263653483992,0.0714285714285714,0,27.999999999999943,0.9117857142857162,0.07142857142857158,0.07142857142857158,0.0012554927809165098,0.0012554927809165098,0.0012554927809165098,62.39717978848413,0.07833920877399138,0.07833920877399138,0.07833920877399138
52,1,608,85.05,3,5,2,0.0131578947368421,0.13988486842105302,0.375,0,7.9999999999999964,10.631250000000005,0.6250000000000003,0.2500000000000001,0.004934210526315789,0.008223684210526315,0.003289473684210526,7.148736037624927,0.03527336860670194,0.058788947677836566,0.023515579071134628
53,1,1385,34.68,5,8,4,0.0194945848375451,0.0250397111913357,0.185185185185185,1,26.999999999999964,1.284444444444446,0.29629629629629667,0.14814814814814833,0.0036101083032490976,0.005776173285198556,0.002888086642599278,39.93656286043829,0.14417531718569782,0.2306805074971165,0.11534025374855825
54,3,983,14.07,2,4,0,0.0193285859613428,0.0143133265513733,0.10526315789473699,0,18.99999999999997,0.7405263157894748,0.210526315789474,0.0,0.002034587995930824,0.004069175991861648,0.0,69.86496090973702,0.1421464108031272,0.2842928216062544,0.0
55,1,768,7.24,4,10,3,0.0143229166666667,0.009427083333333329,0.36363636363636404,0,11.000000000000027,0.6581818181818166,0.9090909090909068,0.27272727272727204,0.005208333333333333,0.013020833333333334,0.00390625,106.07734806629834,0.5524861878453039,1.3812154696132597,0.4143646408839779
56,1,1474,60.64,9,0,5,0.0128900949796472,0.0411397557666214,0.47368421052631604,0,18.99999999999997,3.1915789473684257,0.0,0.2631578947368425,0.006105834464043419,0.0,0.0033921302578018998,24.307387862796833,0.14841688654353563,0.0,0.08245382585751979
57,6,692,21.65,7,7,5,0.0216763005780347,0.0312861271676301,0.46666666666666706,0,15.000000000000012,1.443333333333332,0.4666666666666663,0.33333333333333304,0.010115606936416185,0.010115606936416185,0.0072254335260115606,31.963048498845268,0.32332563510392615,0.32332563510392615,0.2309468822170901
58,2,351,50.75,1,7,0,0.0455840455840456,0.144586894586895,0.0625,0,16.000000000000007,3.1718749999999987,0.43749999999999983,0.0,0.002849002849002849,0.019943019943019943,0.0,6.916256157635468,0.019704433497536946,0.13793103448275862,0.0
59,1,107,39.55,1,6,4,0.25233644859813104,0.369626168224299,0.037037037037037,0,27.00000000000002,1.4648148148148135,0.22222222222222204,0.14814814814814803,0.009345794392523364,0.056074766355140186,0.037383177570093455,2.7054361567635907,0.025284450063211127,0.15170670037926676,0.10113780025284451
60,5,1237,48.22,7,2,3,0.00808407437348424,0.03898140662894101,0.7,0,10.000000000000005,4.821999999999997,0.1999999999999999,0.2999999999999998,0.005658852061438965,0.0016168148746968471,0.002425222312045271,25.653255910410618,0.14516798009124846,0.0414765657403567,0.06221484861053505
61,2,1450,62.63,5,9,3,0.0103448275862069,0.0431931034482759,0.33333333333333304,0,15.000000000000005,4.175333333333332,0.5999999999999998,0.19999999999999993,0.0034482758620689655,0.006206896551724138,0.0020689655172413794,23.15184416413859,0.07983394539358135,0.14370110170844644,0.04790036723614881
62,5,508,57.9,2,7,0,0.0275590551181102,0.11397637795275599,0.14285714285714302,0,13.999999999999982,4.135714285714291,0.5000000000000007,0.0,0.003937007874015748,0.013779527559055118,0.0,8.773747841105354,0.03454231433506045,0.12089810017271158,0.0
63,1,1748,26.31,0,9,1,0.0085812356979405,0.0150514874141876,0.0,0,14.999999999999995,1.7540000000000004,0.6000000000000002,0.0666666666666667,0.0,0.005148741418764302,0.0005720823798627002,66.43861649562905,0.0,0.34207525655644244,0.03800836183960472
64,6,1000,61.24,7,3,0,0.009000000000000001,0.061239999999999996,0.7777777777777779,0,9.000000000000002,6.804444444444443,0.33333333333333326,0.0,0.007,0.003,0.0,16.329196603527105,0.11430437622468974,0.048987589810581315,0.0
65,1,1123,28.94,1,0,5,0.0133570792520036,0.0257702582368655,0.0666666666666667,0,15.000000000000043,1.929333333333328,0.0,0.33333333333333237,0.0008904719501335708,0.0,0.004452359750667854,38.804422944022114,0.03455425017277125,0.0,0.17277125086385625
66,1,232,18.27,9,5,2,0.00862068965517241,0.07875,4.5,0,1.9999999999999991,9.135000000000003,2.5000000000000013,1.0000000000000004,0.03879310344827586,0.021551724137931036,0.008620689655172414,12.6984126984127,0.49261083743842365,0.27367268746579093,0.10946907498631636
67,2,1327,7.02,7,1,5,0.0188394875659382,0.00529012810851545,0.28,0,24.999999999999993,0.28080000000000005,0.040000000000000015,0.20000000000000007,0.0052750565184626974,0.0007535795026375283,0.0037678975131876413,189.03133903133903,0.9971509971509972,0.14245014245014245,0.7122507122507123
68,6,449,21.0,5,4,2,0.0022271714922049,0.0467706013363029,5.0,0,1.0000000000000002,20.999999999999996,3.999999999999999,1.9999999999999996,0.011135857461024499,0.008908685968819599,0.004454342984409799,21.38095238095238,0.23809523809523808,0.19047619047619047,0.09523809523809523
69,4,1228,3.17,7,4,4,0.0244299674267101,0.0025814332247557,0.23333333333333303,0,30.000000000000004,0.10566666666666664,0.1333333333333333,0.1333333333333333,0.005700325732899023,0.003257328990228013,0.003257328990228013,387.38170347003154,2.2082018927444795,1.2618296529968454,1.2618296529968454
70,1,861,31.34,11,3,0,0.0232288037166086,0.0363995354239257,0.55,0,20.000000000000007,1.5669999999999995,0.14999999999999994,0.0,0.012775842044134728,0.003484320557491289,0.0,27.472878111040206,0.3509891512444161,0.09572431397574985,0.0
71,5,70,40.04,1,1,4,0.4,0.5720000000000001,0.0357142857142857,0,28.0,1.43,0.03571428571428571,0.14285714285714285,0.014285714285714285,0.014285714285714285,0.05714285714285714,1.7482517482517483,0.024975024975024976,0.024975024975024976,0.0999000999000999
72,6,1154,57.64,7,10,4,0.0173310225303293,0.04994800693240901,0.35,0,20.00000000000001,2.8819999999999983,0.4999999999999997,0.1999999999999999,0.006065857885615251,0.008665511265164644,0.0034662045060658577,20.02081887578071,0.12144344205412907,0.1734906315058987,0.06939625260235947
73,3,1393,99.58,1,8,0,0.0136396267049533,0.0714860014357502,0.0526315789473684,0,18.999999999999947,5.241052631578962,0.42105263157894857,0.0,0.0007178750897343862,0.00574300071787509,0.0,13.988752761598715,0.01004217714400482,0.08033741715203856,0.0
74,2,1068,23.64,4,0,1,0.0131086142322097,0.0221348314606742,0.28571428571428603,0,13.999999999999961,1.6885714285714333,0.0,0.07142857142857163,0.003745318352059925,0.0,0.0009363295880149813,45.17766497461929,0.1692047377326565,0.0,0.04230118443316413
75,6,300,93.04,4,4,3,0.0333333333333333,0.31013333333333304,0.4,0,9.99999999999999,9.304000000000011,0.4000000000000004,0.3000000000000003,0.013333333333333334,0.013333333333333334,0.01,3.224419604471195,0.04299226139294927,0.04299226139294927,0.03224419604471195
76,2,250,33.95,11,10,3,0.055999999999999994,0.1358,0.7857142857142858,0,13.999999999999998,2.4250000000000007,0.7142857142857144,0.2142857142857143,0.044,0.04,0.012,7.363770250368188,0.32400589101620025,0.2945508100147275,0.08836524300441825
77,4,1411,49.25,2,8,4,0.00283486888731396,0.0349043231750532,0.5,0,3.999999999999998,12.312500000000007,2.0000000000000013,1.0000000000000007,0.001417434443656981,0.005669737774627924,0.002834868887313962,28.6497461928934,0.04060913705583756,0.16243654822335024,0.08121827411167512
78,4,1279,89.11,0,0,3,0.0109460516028147,0.0696716184519156,0.0,0,14.0,6.365,0.0,0.21428571428571427,0.0,0.0,0.0023455824863174357,14.353046796094715,0.0,0.0,0.03366625519021434
79,3,1771,2.51,3,1,4,0.00508187464709204,0.00141727837380011,0.33333333333333304,0,9.000000000000002,0.2788888888888888,0.11111111111111109,0.44444444444444436,0.0016939582156973462,0.000564652738565782,0.002258610954263128,705.577689243028,1.1952191235059761,0.39840637450199207,1.5936254980079683
80,3,1642,6.25,7,8,2,0.0048721071863581,0.0038063337393422704,0.875,0,8.0,0.78125,1.0,0.25,0.004263093788063338,0.0048721071863581,0.001218026796589525,262.72,1.12,1.28,0.32
81,3,1018,27.26,1,9,0,0.0235756385068762,0.0267779960707269,0.0416666666666667,0,23.99999999999997,1.1358333333333348,0.37500000000000044,0.0,0.0009823182711198428,0.008840864440078585,0.0,37.34409391049156,0.036683785766691124,0.33015407190022006,0.0
82,3,44,78.64,1,10,1,0.0909090909090909,1.7872727272727298,0.25,0,3.9999999999999996,19.660000000000004,2.5000000000000004,0.25000000000000006,0.022727272727272728,0.22727272727272727,0.022727272727272728,0.5595116988809766,0.01271617497456765,0.1271617497456765,0.01271617497456765
83,3,550,84.57,6,0,3,0.04,0.153763636363636,0.272727272727273,0,22.0,3.844090909090909,0.0,0.13636363636363635,0.01090909090909091,0.0,0.005454545454545455,6.503488234598558,0.07094714437743882,0.0,0.03547357218871941
84,2,109,24.32,10,0,5,0.100917431192661,0.22311926605504603,0.9090909090909091,0,11.00000000000005,2.2109090909090807,0.0,0.4545454545454525,0.09174311926605505,0.0,0.045871559633027525,4.4819078947368425,0.41118421052631576,0.0,0.20559210526315788
85,3,1660,12.58,6,5,1,0.00903614457831325,0.00757831325301205,0.4,0,14.999999999999993,0.8386666666666671,0.3333333333333335,0.0666666666666667,0.0036144578313253013,0.0030120481927710845,0.0006024096385542169,131.95548489666137,0.4769475357710652,0.397456279809221,0.0794912559618442
86,2,1078,58.61,9,10,3,0.007421150278293141,0.0543692022263451,1.125,0,8.000000000000005,7.3262499999999955,1.2499999999999991,0.3749999999999998,0.008348794063079777,0.00927643784786642,0.0027829313543599257,18.392765739634875,0.15355741341068077,0.17061934823408975,0.05118580447022692
87,2,1464,58.21,8,3,0,0.0177595628415301,0.0397609289617486,0.307692307692308,0,26.000000000000064,2.2388461538461484,0.1153846153846151,0.0,0.00546448087431694,0.0020491803278688526,0.0,25.150317814808453,0.13743343068201339,0.05153753650575502,0.0
88,5,1228,85.93,11,0,1,0.0162866449511401,0.0699755700325733,0.55,0,20.000000000000043,4.296499999999991,0.0,0.04999999999999989,0.008957654723127036,0.0,0.0008143322475570033,14.29070173396951,0.1280111718840917,0.0,0.011637379262190153
89,6,1790,70.66,5,1,0,0.00726256983240223,0.0394748603351955,0.384615384615385,0,12.999999999999991,5.435384615384619,0.07692307692307697,0.0,0.002793296089385475,0.0005586592178770949,0.0,25.33257854514577,0.07076139258420606,0.014152278516841213,0.0
90,5,1052,67.09,6,2,4,0.0180608365019011,0.0637737642585551,0.315789473684211,0,18.999999999999957,3.5310526315789557,0.10526315789473707,0.21052631578947414,0.005703422053231939,0.0019011406844106464,0.0038022813688212928,15.680429274109404,0.08943210612609927,0.029810702042033087,0.059621404084066174
91,1,996,71.94,7,0,1,0.0271084337349398,0.0722289156626506,0.25925925925925897,1,27.000000000000043,2.66444444444444,0.0,0.03703703703703698,0.007028112449799197,0.0,0.001004016064257028,13.844870725604672,0.09730330831248263,0.0,0.013900472616068946
92,2,1515,7.69,11,4,1,0.0138613861386139,0.00507590759075908,0.523809523809524,0,21.000000000000057,0.36619047619047523,0.19047619047618997,0.04761904761904749,0.007260726072607261,0.0026402640264026403,0.0006600660066006601,197.00910273081922,1.4304291287386215,0.5201560468140441,0.13003901170351104
93,6,1245,22.06,4,7,4,0.00803212851405622,0.017718875502008,0.4,0,9.999999999999995,2.206000000000001,0.7000000000000004,0.4000000000000002,0.00321285140562249,0.005622489959839358,0.00321285140562249,56.436990027198554,0.1813236627379873,0.3173164097914778,0.1813236627379873
94,2,952,0.58,8,5,0,0.0168067226890756,0.000609243697478992,0.5,0,15.99999999999997,0.03625000000000007,0.3125000000000006,0.0,0.008403361344537815,0.005252100840336135,0.0,1641.3793103448277,13.793103448275863,8.620689655172415,0.0
95,5,1570,47.79,4,10,5,0.00127388535031847,0.0304394904458599,2.0,0,1.9999999999999978,23.895000000000024,5.000000000000005,2.5000000000000027,0.0025477707006369425,0.006369426751592357,0.0031847133757961785,32.85206110064867,0.08369951872776732,0.2092487968194183,0.10462439840970915
96,3,1599,36.79,9,5,3,0.0100062539086929,0.0230081300813008,0.5625,0,15.999999999999947,2.2993750000000075,0.31250000000000105,0.18750000000000064,0.005628517823639775,0.0031269543464665416,0.001876172607879925,43.46289752650177,0.24463169339494428,0.1359064963305246,0.08154389779831477
97,2,1305,87.65,7,8,4,0.021455938697318003,0.0671647509578544,0.25,1,27.999999999999993,3.130357142857144,0.2857142857142858,0.1428571428571429,0.0053639846743295016,0.006130268199233717,0.0030651340996168583,14.88876212207644,0.07986309184255562,0.09127210496292071,0.045636052481460354
98,6,122,14.32,1,5,5,0.114754098360656,0.11737704918032801,0.0714285714285714,0,14.000000000000032,1.0228571428571405,0.3571428571428563,0.3571428571428563,0.00819672131147541,0.040983606557377046,0.040983606557377046,8.519553072625698,0.06983240223463687,0.34916201117318435,0.34916201117318435
99,6,861,97.36,6,9,5,0.009291521486643441,0.11307781649245098,0.75,0,8.000000000000004,12.169999999999995,1.1249999999999996,0.6249999999999998,0.006968641114982578,0.010452961672473868,0.005807200929152149,8.843467543138866,0.06162695152013147,0.0924404272801972,0.05135579293344289
100,6,1577,78.41,4,6,1,0.0145846544071021,0.04972098922003799,0.17391304347826098,0,23.00000000000001,3.409130434782607,0.2608695652173912,0.043478260869565195,0.0025364616360177552,0.003804692454026633,0.0006341154090044388,20.112230582833824,0.05101390128810101,0.07652085193215151,0.012753475322025252
101,4,597,45.98,0,4,4,0.0284757118927973,0.0770184254606365,0.0,0,16.999999999999986,2.7047058823529433,0.23529411764705901,0.23529411764705901,0.0,0.006700167504187605,0.006700167504187605,12.983906046107004,0.0,0.08699434536755112,0.08699434536755112
